Date,Type,Category,Amount,Account,Month
2024-05-31,Expense,Dining,15160,UPI,May-2024
2024-11-12,Expense,Entertainment,15603,Bank,Nov-2024
2024-08-15,Expense,Shopping,15333,Wallet,Aug-2024
2024-08-30,Investment,Stocks,49033,Wallet,Aug-2024
2024-11-25,Investment,FD,44938,UPI,Nov-2024
2024-06-07,Expense,Entertainment,9601,UPI,Jun-2024
2024-04-24,Expense,Entertainment,3601,Credit Card,Apr-2024
2024-10-12,Expense,Utilities,2095,Bank,Oct-2024
2024-03-15,Income,Salary,89363,Credit Card,Mar-2024
2024-05-21,Income,Bonus,82630,Wallet,May-2024
2024-06-03,Expense,Utilities,10132,UPI,Jun-2024
2024-11-17,Income,Interest,25212,Wallet,Nov-2024
2024-12-03,Expense,Entertainment,9875,Bank,Dec-2024
2024-10-21,Income,Freelance,94660,Wallet,Oct-2024
2024-09-06,Expense,Transport,10727,Bank,Sep-2024
2024-11-08,Expense,Groceries,15782,Bank,Nov-2024
2024-10-18,Expense,Utilities,13477,Credit Card,Oct-2024
2024-11-02,Income,Salary,40944,Bank,Nov-2024
2024-04-14,Expense,Dining,1837,UPI,Apr-2024
2024-05-29,Income,Freelance,36592,Credit Card,May-2024
2024-06-11,Expense,Transport,14202,UPI,Jun-2024
2024-01-13,Investment,Gold,4775,Bank,Jan-2024
2024-11-21,Expense,Transport,10800,Wallet,Nov-2024
2024-06-30,Income,Salary,95235,Bank,Jun-2024
2024-05-27,Income,Bonus,93497,Bank,May-2024
2024-10-01,Investment,FD,10641,Wallet,Oct-2024
2024-06-11,Expense,Utilities,12600,Wallet,Jun-2024
2024-10-22,Expense,Transport,1586,Credit Card,Oct-2024
2024-09-22,Income,Interest,21969,UPI,Sep-2024
2024-04-13,Investment,FD,32145,Wallet,Apr-2024
2024-12-08,Expense,Entertainment,16989,Bank,Dec-2024
2024-09-18,Income,Freelance,71381,Bank,Sep-2024
2024-06-13,Expense,Groceries,19346,UPI,Jun-2024
2024-11-01,Expense,Dining,16732,Wallet,Nov-2024
2024-04-09,Expense,Dining,19212,Bank,Apr-2024
2024-12-25,Expense,Dining,7973,Credit Card,Dec-2024
2024-01-11,Expense,Dining,12666,Credit Card,Jan-2024
2024-12-01,Expense,Utilities,1906,Wallet,Dec-2024
2024-04-12,Investment,Stocks,29171,Wallet,Apr-2024
2024-05-10,Expense,Entertainment,980,Wallet,May-2024
2024-05-17,Expense,Groceries,1652,Bank,May-2024
2024-02-14,Expense,Transport,11044,Credit Card,Feb-2024
2024-09-01,Expense,Groceries,10967,Credit Card,Sep-2024
2024-01-02,Expense,Dining,822,UPI,Jan-2024
2024-03-29,Expense,Transport,3591,Credit Card,Mar-2024
2024-04-13,Income,Bonus,8616,Wallet,Apr-2024
2024-05-19,Expense,Groceries,15463,Credit Card,May-2024
2024-03-10,Expense,Rent,9112,UPI,Mar-2024
2024-03-05,Expense,Rent,1414,UPI,Mar-2024
2024-05-30,Expense,Shopping,1144,UPI,May-2024
2024-04-11,Income,Salary,82601,Bank,Apr-2024
2024-09-30,Expense,Entertainment,9671,Credit Card,Sep-2024
2024-04-19,Income,Salary,22523,UPI,Apr-2024
2024-05-15,Expense,Utilities,6266,Credit Card,May-2024
2024-08-11,Expense,Utilities,5006,UPI,Aug-2024
2024-12-20,Investment,FD,27884,UPI,Dec-2024
2024-08-28,Expense,Groceries,5883,UPI,Aug-2024
2024-01-05,Expense,Transport,17674,Credit Card,Jan-2024
2024-12-06,Expense,Groceries,13438,UPI,Dec-2024
2024-11-18,Investment,Mutual Funds,2726,Bank,Nov-2024
2024-07-28,Expense,Dining,9849,Wallet,Jul-2024
2024-06-25,Income,Interest,82247,Credit Card,Jun-2024
2024-04-12,Income,Interest,94979,Wallet,Apr-2024
2024-02-11,Expense,Entertainment,15785,UPI,Feb-2024
2024-09-14,Investment,FD,7838,Credit Card,Sep-2024
2024-03-13,Expense,Groceries,10889,Wallet,Mar-2024
2024-10-18,Income,Bonus,20592,Wallet,Oct-2024
2024-10-01,Investment,FD,32437,UPI,Oct-2024
2024-06-25,Expense,Utilities,306,Wallet,Jun-2024
2024-02-15,Expense,Entertainment,19891,UPI,Feb-2024
2024-04-05,Expense,Utilities,13884,Wallet,Apr-2024
2024-07-15,Expense,Dining,17065,Bank,Jul-2024
2024-07-31,Income,Interest,66434,Credit Card,Jul-2024
2024-02-19,Investment,FD,41326,UPI,Feb-2024
2024-01-05,Income,Bonus,63062,UPI,Jan-2024
2024-11-14,Expense,Utilities,13703,Credit Card,Nov-2024
2024-09-21,Investment,Mutual Funds,25676,Wallet,Sep-2024
2024-08-28,Investment,Mutual Funds,1233,Bank,Aug-2024
2024-03-23,Expense,Dining,19614,UPI,Mar-2024
2024-11-06,Income,Interest,99477,Bank,Nov-2024
2024-06-15,Investment,Gold,46577,Bank,Jun-2024
2024-09-05,Expense,Entertainment,9021,UPI,Sep-2024
2024-11-02,Expense,Transport,9861,Wallet,Nov-2024
2024-04-04,Income,Bonus,77442,Credit Card,Apr-2024
2024-08-12,Expense,Entertainment,14917,UPI,Aug-2024
2024-06-26,Income,Bonus,86027,Bank,Jun-2024
2024-10-17,Investment,Mutual Funds,32421,UPI,Oct-2024
2024-10-28,Investment,Stocks,12360,Wallet,Oct-2024
2024-04-26,Expense,Dining,10660,Bank,Apr-2024
2024-04-10,Expense,Shopping,8863,Credit Card,Apr-2024
2024-10-14,Income,Interest,58446,Credit Card,Oct-2024
2024-06-19,Investment,Gold,44711,Credit Card,Jun-2024
2024-07-12,Investment,Gold,2150,Wallet,Jul-2024
2024-07-30,Expense,Entertainment,17308,Credit Card,Jul-2024
2024-10-28,Expense,Entertainment,6454,Bank,Oct-2024
2024-03-05,Expense,Dining,14660,Bank,Mar-2024
2024-11-16,Expense,Utilities,11869,UPI,Nov-2024
2024-06-28,Investment,Gold,5651,Wallet,Jun-2024
2024-04-28,Expense,Groceries,18327,Bank,Apr-2024
2024-07-29,Expense,Rent,2262,Wallet,Jul-2024
2024-09-29,Income,Bonus,72401,Bank,Sep-2024
2024-07-14,Expense,Transport,15410,Wallet,Jul-2024
2024-08-24,Expense,Rent,6500,UPI,Aug-2024
2024-07-31,Expense,Entertainment,14538,Wallet,Jul-2024
2024-07-09,Expense,Groceries,19622,Wallet,Jul-2024
2024-06-16,Investment,Mutual Funds,23517,Credit Card,Jun-2024
2024-07-10,Expense,Entertainment,12935,UPI,Jul-2024
2024-08-18,Investment,Gold,39228,UPI,Aug-2024
2024-01-09,Investment,Mutual Funds,24695,UPI,Jan-2024
2024-02-13,Expense,Entertainment,881,Bank,Feb-2024
2024-08-23,Expense,Transport,12994,Wallet,Aug-2024
2024-05-10,Expense,Shopping,1295,Credit Card,May-2024
2024-07-03,Expense,Utilities,8955,Credit Card,Jul-2024
2024-03-14,Expense,Entertainment,13652,Credit Card,Mar-2024
2024-09-26,Investment,Gold,45079,Wallet,Sep-2024
2024-08-22,Expense,Utilities,6015,UPI,Aug-2024
2024-10-25,Expense,Entertainment,16970,Wallet,Oct-2024
2024-04-03,Expense,Utilities,7724,Credit Card,Apr-2024
2024-05-15,Expense,Utilities,5741,Bank,May-2024
2024-06-12,Expense,Shopping,13345,Wallet,Jun-2024
2024-02-23,Expense,Dining,7499,Bank,Feb-2024
2024-01-17,Expense,Transport,9076,Credit Card,Jan-2024
2024-04-06,Investment,Gold,19194,Wallet,Apr-2024
2024-03-30,Investment,FD,6595,UPI,Mar-2024
2024-07-13,Expense,Rent,19741,Credit Card,Jul-2024
2024-02-11,Investment,FD,38895,Bank,Feb-2024
2024-04-11,Investment,Stocks,35589,Bank,Apr-2024
2024-07-30,Expense,Rent,4971,Bank,Jul-2024
2024-07-22,Expense,Groceries,17541,Wallet,Jul-2024
2024-05-13,Expense,Groceries,16680,Wallet,May-2024
2024-04-27,Expense,Rent,10625,Credit Card,Apr-2024
2024-12-16,Income,Interest,13491,Bank,Dec-2024
2024-05-27,Expense,Entertainment,19421,Wallet,May-2024
2024-12-04,Expense,Shopping,19762,Wallet,Dec-2024
2024-06-17,Income,Bonus,81635,UPI,Jun-2024
2024-04-07,Income,Bonus,43747,Bank,Apr-2024
2024-07-18,Income,Interest,23016,Credit Card,Jul-2024
2024-12-02,Income,Bonus,85244,Wallet,Dec-2024
2024-10-08,Expense,Shopping,1039,Bank,Oct-2024
2024-10-20,Income,Salary,11363,Wallet,Oct-2024
2024-05-08,Expense,Utilities,1924,Wallet,May-2024
2024-06-17,Expense,Shopping,1991,Bank,Jun-2024
2024-10-27,Expense,Rent,4631,Bank,Oct-2024
2024-12-23,Expense,Transport,11387,Bank,Dec-2024
2024-03-07,Expense,Rent,14144,Bank,Mar-2024
2024-07-30,Expense,Groceries,16768,Wallet,Jul-2024
2024-10-15,Expense,Transport,7660,Credit Card,Oct-2024
2024-01-20,Investment,Stocks,32385,Credit Card,Jan-2024
2024-02-15,Income,Salary,5868,Bank,Feb-2024
2024-11-12,Income,Bonus,11021,UPI,Nov-2024
2024-08-06,Income,Freelance,72503,UPI,Aug-2024
2024-05-01,Expense,Groceries,15524,Credit Card,May-2024
2024-09-18,Expense,Entertainment,17627,UPI,Sep-2024
2024-04-10,Investment,Stocks,40352,UPI,Apr-2024
2024-02-08,Expense,Transport,6535,Bank,Feb-2024
2024-08-07,Investment,Stocks,11103,Bank,Aug-2024
2024-07-05,Expense,Utilities,9050,Credit Card,Jul-2024
2024-11-03,Expense,Dining,14698,Wallet,Nov-2024
2024-07-18,Expense,Utilities,13971,Wallet,Jul-2024
2024-11-11,Expense,Utilities,14421,Wallet,Nov-2024
2024-04-15,Expense,Shopping,9259,Credit Card,Apr-2024
2024-12-02,Expense,Groceries,16170,Credit Card,Dec-2024
2024-08-27,Expense,Entertainment,6501,Wallet,Aug-2024
2024-08-18,Expense,Transport,3393,Wallet,Aug-2024
2024-08-27,Investment,Mutual Funds,40102,Credit Card,Aug-2024
2024-08-20,Income,Bonus,73287,Credit Card,Aug-2024
2024-04-30,Income,Bonus,69565,UPI,Apr-2024
2024-01-23,Income,Freelance,45303,Bank,Jan-2024
2024-03-08,Investment,Stocks,22015,Bank,Mar-2024
2024-03-30,Income,Bonus,16273,UPI,Mar-2024
2024-10-27,Investment,Stocks,5505,Wallet,Oct-2024
2024-07-17,Expense,Entertainment,10778,Bank,Jul-2024
2024-02-27,Expense,Shopping,5933,Bank,Feb-2024
2024-10-24,Investment,FD,25953,UPI,Oct-2024
2024-11-02,Expense,Transport,5200,Wallet,Nov-2024
2024-12-31,Investment,Mutual Funds,33477,Wallet,Dec-2024
2024-05-08,Investment,Stocks,46355,Wallet,May-2024
2024-06-07,Expense,Rent,10176,Bank,Jun-2024
2024-10-06,Investment,Stocks,1646,Bank,Oct-2024
2024-03-04,Expense,Groceries,9128,Bank,Mar-2024
2024-12-22,Expense,Dining,17966,Credit Card,Dec-2024
2024-10-12,Expense,Utilities,14117,Bank,Oct-2024
2024-03-10,Investment,Mutual Funds,32328,Wallet,Mar-2024
2024-04-11,Investment,FD,33026,UPI,Apr-2024
2024-03-05,Expense,Entertainment,18981,UPI,Mar-2024
2024-10-31,Investment,Stocks,20845,Bank,Oct-2024
2024-08-18,Expense,Dining,18153,UPI,Aug-2024
2024-05-12,Expense,Utilities,4678,UPI,May-2024
2024-02-26,Expense,Rent,14573,UPI,Feb-2024
2024-11-22,Investment,Mutual Funds,34947,Credit Card,Nov-2024
2024-03-09,Expense,Groceries,4029,Credit Card,Mar-2024
2024-02-03,Income,Freelance,46215,Credit Card,Feb-2024
2024-05-19,Expense,Shopping,9685,UPI,May-2024
2024-01-26,Income,Bonus,37801,Bank,Jan-2024
2024-02-12,Expense,Dining,1347,Bank,Feb-2024
2024-11-30,Expense,Rent,9080,UPI,Nov-2024
2024-06-09,Investment,Gold,41338,UPI,Jun-2024
2024-02-17,Expense,Rent,2517,Credit Card,Feb-2024
2024-07-21,Income,Salary,57433,UPI,Jul-2024
2024-02-06,Income,Salary,22587,Credit Card,Feb-2024
2024-01-28,Investment,FD,39415,UPI,Jan-2024
2024-11-09,Income,Bonus,73629,Credit Card,Nov-2024
2024-02-16,Expense,Entertainment,9521,Credit Card,Feb-2024
2024-03-03,Expense,Entertainment,7416,Bank,Mar-2024
2024-12-16,Expense,Entertainment,3737,Bank,Dec-2024
2024-05-08,Expense,Dining,901,Wallet,May-2024
2024-01-28,Expense,Entertainment,18504,Credit Card,Jan-2024
2024-02-15,Income,Interest,72581,UPI,Feb-2024
2024-08-04,Expense,Dining,15023,Bank,Aug-2024
2024-11-19,Expense,Shopping,8293,Wallet,Nov-2024
2024-07-04,Investment,Mutual Funds,27330,Bank,Jul-2024
2024-03-30,Investment,Mutual Funds,37192,Bank,Mar-2024
2024-04-10,Expense,Dining,3942,Credit Card,Apr-2024
2024-07-25,Expense,Shopping,13414,Wallet,Jul-2024
2024-12-21,Expense,Dining,3741,Bank,Dec-2024
2024-05-21,Investment,Stocks,22042,UPI,May-2024
2024-08-02,Investment,FD,31016,Bank,Aug-2024
2024-11-22,Expense,Transport,8561,Bank,Nov-2024
2024-06-12,Expense,Utilities,6721,Bank,Jun-2024
2024-05-16,Expense,Shopping,19393,Wallet,May-2024
2024-01-19,Investment,Mutual Funds,17448,Credit Card,Jan-2024
2024-12-14,Investment,Gold,6207,Bank,Dec-2024
2024-01-07,Expense,Transport,7437,UPI,Jan-2024
2024-03-21,Investment,Stocks,49439,Bank,Mar-2024
2024-02-12,Expense,Dining,19882,Bank,Feb-2024
2024-12-30,Expense,Utilities,9267,UPI,Dec-2024
2024-01-24,Investment,Gold,41456,Bank,Jan-2024
2024-02-26,Investment,Stocks,12880,UPI,Feb-2024
2024-05-07,Investment,Mutual Funds,22981,Bank,May-2024
2024-02-13,Expense,Utilities,15101,Credit Card,Feb-2024
2024-12-03,Expense,Rent,16725,Credit Card,Dec-2024
2024-09-29,Investment,Mutual Funds,26110,Bank,Sep-2024
2024-03-22,Expense,Groceries,17728,UPI,Mar-2024
2024-07-25,Income,Bonus,74329,Bank,Jul-2024
2024-12-18,Investment,Gold,17089,Bank,Dec-2024
2024-03-01,Investment,FD,37535,Wallet,Mar-2024
2024-11-09,Expense,Shopping,6296,UPI,Nov-2024
2024-12-02,Expense,Dining,8222,Credit Card,Dec-2024
2024-01-24,Expense,Shopping,5517,UPI,Jan-2024
2024-05-04,Expense,Utilities,5739,Wallet,May-2024
2024-05-21,Income,Interest,30564,Credit Card,May-2024
2024-06-27,Investment,Gold,27059,UPI,Jun-2024
2024-11-26,Income,Freelance,67749,Wallet,Nov-2024
2024-02-29,Income,Bonus,52054,Bank,Feb-2024
2024-04-09,Investment,Mutual Funds,46473,Wallet,Apr-2024
2024-10-11,Income,Bonus,84678,Bank,Oct-2024
2024-02-22,Expense,Groceries,866,Wallet,Feb-2024
2024-09-10,Investment,FD,36219,Bank,Sep-2024
2024-11-18,Income,Salary,78054,UPI,Nov-2024
2024-12-28,Expense,Transport,11442,Bank,Dec-2024
2024-10-06,Expense,Shopping,11843,Bank,Oct-2024
2024-12-29,Expense,Utilities,16923,Credit Card,Dec-2024
2024-04-26,Expense,Entertainment,3152,Credit Card,Apr-2024
2024-05-08,Expense,Rent,8041,Bank,May-2024
2024-05-17,Income,Freelance,87067,Credit Card,May-2024
2024-11-01,Expense,Dining,11731,Bank,Nov-2024
2024-06-25,Expense,Groceries,18643,UPI,Jun-2024
2024-04-04,Expense,Shopping,8555,Credit Card,Apr-2024
2024-10-23,Investment,Gold,32166,Bank,Oct-2024
2024-07-27,Investment,Stocks,16178,UPI,Jul-2024
2024-11-30,Income,Freelance,82207,Bank,Nov-2024
2024-08-26,Income,Freelance,74201,Wallet,Aug-2024
2024-11-27,Investment,FD,19886,Wallet,Nov-2024
2024-12-21,Expense,Rent,14276,Bank,Dec-2024
2024-10-17,Expense,Groceries,10721,Credit Card,Oct-2024
2024-12-08,Expense,Groceries,11053,Credit Card,Dec-2024
2024-11-13,Expense,Rent,2241,Wallet,Nov-2024
2024-08-14,Income,Bonus,66356,Wallet,Aug-2024
2024-05-20,Expense,Transport,737,Credit Card,May-2024
2024-02-16,Expense,Groceries,16296,Wallet,Feb-2024
2024-06-17,Expense,Groceries,3213,Bank,Jun-2024
2024-01-11,Expense,Rent,4196,Bank,Jan-2024
2024-01-07,Expense,Rent,6610,Credit Card,Jan-2024
2024-10-28,Expense,Rent,3468,Credit Card,Oct-2024
2024-10-03,Expense,Rent,15504,UPI,Oct-2024
2024-12-13,Expense,Entertainment,6114,UPI,Dec-2024
2024-12-03,Income,Salary,53354,Credit Card,Dec-2024
2024-07-30,Investment,Stocks,30312,UPI,Jul-2024
2024-07-01,Income,Salary,91900,Bank,Jul-2024
2024-12-06,Investment,FD,12941,UPI,Dec-2024
2024-03-04,Investment,Stocks,5098,Bank,Mar-2024
2024-08-22,Investment,Stocks,38946,Bank,Aug-2024
2024-04-09,Expense,Groceries,4891,UPI,Apr-2024
2024-02-01,Expense,Entertainment,17027,Bank,Feb-2024
2024-09-05,Investment,FD,39661,Credit Card,Sep-2024
2024-06-05,Expense,Rent,5040,Bank,Jun-2024
2024-09-14,Expense,Rent,3266,Wallet,Sep-2024
2024-05-08,Expense,Utilities,7332,UPI,May-2024
2024-12-16,Income,Salary,98775,Credit Card,Dec-2024
2024-03-16,Expense,Transport,6556,Credit Card,Mar-2024
2024-12-27,Investment,FD,15085,UPI,Dec-2024
2024-09-04,Investment,FD,22470,Credit Card,Sep-2024
2024-03-30,Expense,Entertainment,5631,Wallet,Mar-2024
2024-03-23,Income,Bonus,73379,Bank,Mar-2024
2024-11-20,Expense,Groceries,17312,Credit Card,Nov-2024
2024-09-08,Investment,Mutual Funds,20440,Wallet,Sep-2024
2024-10-08,Income,Bonus,5631,Bank,Oct-2024
2024-09-02,Expense,Rent,10742,UPI,Sep-2024
2024-02-26,Expense,Utilities,3515,Bank,Feb-2024
2024-02-15,Expense,Shopping,11610,Wallet,Feb-2024
2024-01-30,Expense,Groceries,12535,Credit Card,Jan-2024
2024-01-05,Income,Interest,31147,Credit Card,Jan-2024
2024-08-02,Expense,Entertainment,15258,Wallet,Aug-2024
2024-06-07,Income,Interest,43081,Bank,Jun-2024
2024-08-06,Investment,Gold,2165,Wallet,Aug-2024
2024-09-16,Expense,Shopping,7797,Wallet,Sep-2024
2024-06-04,Investment,Mutual Funds,28865,Credit Card,Jun-2024
2024-11-15,Expense,Rent,10445,UPI,Nov-2024
2024-03-23,Expense,Transport,8732,Wallet,Mar-2024
2024-07-06,Investment,Stocks,17510,Credit Card,Jul-2024
2024-05-29,Expense,Shopping,6898,UPI,May-2024
2024-03-28,Investment,Mutual Funds,49025,Credit Card,Mar-2024
2024-09-26,Expense,Groceries,2963,UPI,Sep-2024
2024-07-01,Expense,Transport,18537,Wallet,Jul-2024
2024-07-11,Expense,Utilities,12371,Bank,Jul-2024
2024-06-30,Investment,FD,8091,Bank,Jun-2024
2024-12-06,Expense,Rent,19820,Credit Card,Dec-2024
2024-05-03,Investment,Mutual Funds,38064,Bank,May-2024
2024-06-30,Expense,Rent,4015,UPI,Jun-2024
2024-06-11,Expense,Shopping,9010,Credit Card,Jun-2024
2024-11-07,Income,Bonus,67916,Bank,Nov-2024
2024-02-17,Expense,Groceries,5905,Bank,Feb-2024
2024-12-08,Expense,Rent,18225,Wallet,Dec-2024
2024-02-12,Expense,Utilities,15088,Credit Card,Feb-2024
2024-01-19,Expense,Dining,10215,UPI,Jan-2024
2024-11-29,Expense,Groceries,16356,UPI,Nov-2024
2024-02-11,Expense,Dining,6562,Credit Card,Feb-2024
2024-01-24,Investment,FD,3551,Credit Card,Jan-2024
2024-03-23,Expense,Utilities,14462,UPI,Mar-2024
2024-04-23,Investment,Mutual Funds,36575,Wallet,Apr-2024
2024-05-18,Investment,Gold,41450,Credit Card,May-2024
2024-06-05,Expense,Entertainment,19057,Credit Card,Jun-2024
2024-11-29,Expense,Transport,7719,Credit Card,Nov-2024
2024-10-16,Expense,Entertainment,8724,Wallet,Oct-2024
2024-06-04,Expense,Shopping,17499,Credit Card,Jun-2024
2024-12-25,Investment,Gold,21190,Bank,Dec-2024
2024-07-21,Income,Freelance,63518,UPI,Jul-2024
2024-02-25,Expense,Groceries,18360,Credit Card,Feb-2024
2024-12-25,Expense,Entertainment,12740,Credit Card,Dec-2024
2024-02-25,Expense,Utilities,11454,Wallet,Feb-2024
2024-10-24,Expense,Shopping,3431,Bank,Oct-2024
2024-10-03,Expense,Shopping,6782,Wallet,Oct-2024
2024-05-02,Expense,Groceries,1291,UPI,May-2024
2024-12-19,Expense,Dining,603,Bank,Dec-2024
2024-09-17,Expense,Transport,3200,Credit Card,Sep-2024
2024-12-30,Expense,Groceries,12183,Credit Card,Dec-2024
2024-07-27,Expense,Utilities,17828,UPI,Jul-2024
2024-04-18,Income,Bonus,52494,Wallet,Apr-2024
2024-02-08,Investment,Mutual Funds,11664,Credit Card,Feb-2024
2024-02-16,Expense,Transport,14639,Wallet,Feb-2024
2024-04-04,Expense,Transport,14649,Wallet,Apr-2024
2024-09-22,Investment,FD,44086,Wallet,Sep-2024
2024-08-06,Investment,Mutual Funds,23937,Bank,Aug-2024
2024-06-24,Expense,Entertainment,7582,Wallet,Jun-2024
2024-12-30,Expense,Utilities,2649,Credit Card,Dec-2024
2024-02-15,Expense,Shopping,12604,Credit Card,Feb-2024
2024-10-27,Investment,Stocks,34456,Wallet,Oct-2024
2024-09-10,Expense,Entertainment,14604,Wallet,Sep-2024
2024-11-26,Expense,Groceries,2813,UPI,Nov-2024
2024-06-23,Expense,Shopping,6312,UPI,Jun-2024
2024-02-03,Expense,Rent,9625,UPI,Feb-2024
2024-07-15,Expense,Dining,12313,Wallet,Jul-2024
2024-06-04,Income,Bonus,23499,UPI,Jun-2024
2024-10-14,Expense,Transport,7333,UPI,Oct-2024
2024-10-19,Expense,Utilities,1285,UPI,Oct-2024
2024-07-08,Expense,Dining,17302,Bank,Jul-2024
2024-02-01,Expense,Groceries,6016,Bank,Feb-2024
2024-11-21,Investment,FD,23819,Credit Card,Nov-2024
2024-08-10,Income,Salary,48801,Wallet,Aug-2024
2024-09-15,Investment,Stocks,32457,UPI,Sep-2024
2024-07-06,Investment,Mutual Funds,32741,Credit Card,Jul-2024
2024-10-10,Expense,Utilities,3416,UPI,Oct-2024
2024-05-31,Expense,Rent,6983,Credit Card,May-2024
2024-11-11,Income,Salary,90961,Credit Card,Nov-2024
2024-11-02,Investment,FD,39720,Bank,Nov-2024
2024-04-05,Investment,FD,2964,Credit Card,Apr-2024
2024-09-19,Income,Freelance,42333,UPI,Sep-2024
2024-06-18,Expense,Utilities,6257,Bank,Jun-2024
2024-12-13,Expense,Groceries,7501,Wallet,Dec-2024
2024-04-30,Investment,Mutual Funds,14744,UPI,Apr-2024
2024-12-17,Income,Freelance,98868,Wallet,Dec-2024
2024-08-27,Expense,Transport,14688,Credit Card,Aug-2024
2024-03-14,Expense,Dining,16358,UPI,Mar-2024
2024-10-10,Income,Bonus,94816,UPI,Oct-2024
2024-10-10,Expense,Utilities,6721,Wallet,Oct-2024
2024-05-21,Income,Freelance,84564,UPI,May-2024
2024-01-31,Income,Salary,61389,Bank,Jan-2024
2024-05-26,Expense,Rent,12585,UPI,May-2024
2024-08-12,Income,Bonus,49152,UPI,Aug-2024
2024-10-29,Expense,Shopping,2575,Credit Card,Oct-2024
2024-03-02,Investment,Mutual Funds,7458,UPI,Mar-2024
2024-04-27,Expense,Dining,6458,UPI,Apr-2024
2024-12-06,Expense,Shopping,10779,Credit Card,Dec-2024
2024-10-22,Expense,Utilities,2624,UPI,Oct-2024
2024-01-25,Expense,Shopping,6968,Bank,Jan-2024
2024-09-22,Income,Interest,31743,UPI,Sep-2024
2024-04-29,Income,Salary,69752,UPI,Apr-2024
2024-01-19,Expense,Entertainment,4242,Credit Card,Jan-2024
2024-10-21,Investment,Gold,49966,Credit Card,Oct-2024
2024-07-03,Investment,FD,31187,Bank,Jul-2024
2024-09-17,Expense,Dining,7444,Bank,Sep-2024
2024-05-15,Expense,Shopping,2818,Wallet,May-2024
2024-06-18,Expense,Rent,10345,Wallet,Jun-2024
2024-11-24,Expense,Utilities,5972,Bank,Nov-2024
2024-12-04,Expense,Rent,12709,Bank,Dec-2024
2024-05-31,Expense,Shopping,5577,Wallet,May-2024
2024-02-21,Investment,FD,45964,Wallet,Feb-2024
2024-11-28,Investment,Stocks,45055,UPI,Nov-2024
2024-05-31,Expense,Groceries,11538,Wallet,May-2024
2024-03-18,Expense,Rent,16551,Credit Card,Mar-2024
2024-12-09,Expense,Dining,14134,Bank,Dec-2024
2024-01-10,Investment,Stocks,18680,UPI,Jan-2024
2024-01-11,Investment,Mutual Funds,16185,Bank,Jan-2024
2024-03-01,Expense,Utilities,4197,Credit Card,Mar-2024
2024-06-23,Income,Salary,15772,UPI,Jun-2024
2024-08-18,Investment,Gold,26959,UPI,Aug-2024
2024-10-24,Expense,Rent,6936,Credit Card,Oct-2024
2024-05-11,Income,Freelance,16682,Bank,May-2024
2024-12-06,Expense,Transport,12057,Wallet,Dec-2024
2024-02-23,Expense,Dining,14374,Credit Card,Feb-2024
2024-08-15,Expense,Utilities,15876,Credit Card,Aug-2024
2024-11-15,Expense,Transport,1362,Wallet,Nov-2024
2024-05-24,Investment,Mutual Funds,24273,Credit Card,May-2024
2024-12-20,Expense,Groceries,5086,Credit Card,Dec-2024
2024-10-18,Income,Freelance,91344,UPI,Oct-2024
2024-11-09,Expense,Transport,7776,UPI,Nov-2024
2024-04-10,Expense,Rent,11691,UPI,Apr-2024
2024-04-13,Expense,Entertainment,16250,Wallet,Apr-2024
2024-10-29,Expense,Dining,13465,UPI,Oct-2024
2024-02-02,Income,Interest,70922,UPI,Feb-2024
2024-12-19,Expense,Entertainment,8061,Wallet,Dec-2024
2024-05-03,Expense,Transport,10405,Bank,May-2024
2024-06-25,Expense,Dining,13169,Bank,Jun-2024
2024-06-06,Expense,Shopping,15130,Wallet,Jun-2024
2024-12-19,Expense,Shopping,10557,Wallet,Dec-2024
2024-11-02,Expense,Utilities,6479,UPI,Nov-2024
2024-04-11,Expense,Transport,13245,Bank,Apr-2024
2024-07-18,Income,Salary,98505,Wallet,Jul-2024
2024-09-05,Expense,Entertainment,14555,UPI,Sep-2024
2024-07-29,Expense,Entertainment,11209,Wallet,Jul-2024
2024-11-07,Income,Salary,97066,Bank,Nov-2024
